deptCode,courseNum,courseName,courseDescription,courseNotes,semester,min_credits,max_credits
ARTV,4270, Senior Project, A continuation of, N/A, Offered in spring.,3,3
ARTV,4302, Independent Study," Professional internship, independent research, or studio work conducted by either individual students or small groups of students with the aid of faculty members. A detailed plan and schedule of the work must be approved by the Art Program Director prior to registration. No independent study can substitute for course regularly offered in the program."," Open to seniors only, with a minimum B average.", Offered in fall and spring.,1,3
ARTV,4311, Advanced Studio II," Continuation from Advanced Studio I, this is an advanced course that further develops students’ studio practices with an initial multidisciplinary collaborative working process. Particular focus is given to newer mediums such as immaterial, conceptual, interventionist and performative practices: new media; and collaborative and cross-disciplinary work. Students develop critical thinking skills about context, space and location. Increasingly sophisticated and ambitious studio practice is expected. The class is conducted through a combination of lectures, group project assignments, and studio practice. This course is required to be taught in Sharjah Art Gallery.", N/A, N/A,3,3
ARTV,4312, Advanced Studio III," Continuation from Art Studio II. This course looks at archives and collections as creative practice, specifically looking at the archive itself as an object of critical analysis. Using interdisciplinary methods and readings on archival practice, students will be challenged to look critically at a range of archival collections to interrogate the motivations behind collecting and curating arts.", N/A, N/A,3,3
ARTV,5110, Contemporary issues in Arab Art," An examination of contemporary issues in Arab art within its historical-political geographic terrain and its contemporary diaspora communities. We will explore various kinds of visual and built environments including art works, exhibitions, literature and popular culture. Students will develop visual and analytic skills needed to examine contemporary issues in Arab art in relation to the local, regional and global markets and discourse.", N/A, N/A,3,3
BADM,2001, Introduction to Business," The course is designed to be an introductory course for students with no prior knowledge in business. The course starts by defining the business organization and its role in society as well as entrepreneurship and its role in the economy. The course then covers some of the business functions including research and development, marketing, production, finance. The four basic functions of a manager, namely planning, organizing, leading and controlling are also introduced. The ethical and social responsibility if business if emphasized. The course is meant to give students who are considering majoring or minoring in Business or Entrepreneurship an introductory overview about the field , that gives a practical and integrated view of the profession and the field of study.", N/A, N/A,3,3
BADM,3002, International Business," The social, cultural, political, legal, and technological environment of international business. The theoretical relationship underlying international business transactions and the integration of functional activities in international firms."," Enrollment in this course is limited. Priority is given to students seeking the Bachelor of Business Administration degree or the Bachelor of Accounting degree, students need it as collateral requirement in other major, and students who have declared business administration as a minor.", Offered in fall and spring.,3,3
BADM,3003, Business Environment and Ethics, Perspectives on the business environment and the ethical issues facing business. Organizational responses to environmental and ethical issues. Social responsibility of business firms.," Enrollment in this course is limited. Priority is given to students seeking the Bachelor of Business Administration degree or the Bachelor of Accounting degree, students need it as collateral requirement in other major, and students who have declared business administration as a minor.", Offered in fall and spring.,3,3
BADM,4001, Business Planning and Strategy," A capstone course, which integrates all business functions. Emphasis is on developing business strategies, discussing different levels of strategies, and developing a business plan for organizations."," Enrollment in this course is limited. Priority is given to students seeking the Bachelor of Business Administration degree or the Bachelor of Accounting degree, students need it as collateral requirement in other major, and students who have declared business administration as a minor.", Offered in fall and spring.,3,3
BADM,4900, Graduation Project, The graduation project course will enable students to develop an extensive and comprehensive project relating to their field of study with professional benchmark. The course will be designed to integrate all business functions. It aims to provide students with a platform to apply and practice the multidisciplinary business competencies acquired throughout the program within a comprehensive and practical context. The graduation project will either be a consultancy project offering business solutions or marketing plans for real established companies or developing business plans for startups. Corporate and Social Partners’ representatives would be invited to participate in the projects and offer a platform for the students to work on a real-life case., N/A, N/A,3,3
BADM,4999, Internship and Assessment, This course offers business students an opportunity to complement their academic studies with practical application and demonstrate knowledge attained in areas of global awareness and responsible citizenship., N/A, N/A,0,0
BADM,5310, Strategic Management, This course provides a framework through which core business skills acquired from the foundational courses are integrated together. Such integration replicates how the different business functions are interrelated and ultimately reflected in the strategic development of the organization. The course addresses two central questions for any business entity; where to compete and how to compete. Participants learn effective means by which a business entity could harness its resources in order to translate a well designed strategy into superior performance at all organizational levels., This is the capstone course for the MBA program., Offered in fall and spring.,3,3
BADM,5370, Business Seminar and Contemporary Topics in Management, This course is used as a forum for discussion and debate of contemporary issues in Business management. Content will evolve around timely and relevant topics that relate to doing business in the region., N/A, N/A,3,3
BADM,5401, Business Consultancy," This course provides MBA students with a platform to apply and practice the multidisciplinary business competencies they acquired throughout the program within a comprehensive and practical context. A major component of the course will be a graduation consultancy project offering business solutions for real established companies or developing a business plan for a startup. Students will also be coached on how to professionally communicate their business solutions as consultants. Skills acquired through this course will be augmented by the extensive use of cases covering a variety of business problems, including but not limited to growth strategy, international and regional expansion, entrepreneurship, family business challenges, organizational restructuring, business transformation, mergers & acquisitions, and operational efficiency.", N/A, N/A,3,3
BIOL,1010, Introduction to Life Sciences," This course aims to emphasize the connection between fundamental principles of Biology and other life sciences. Lectures and lab sessions cover topics such as the cell as basic unit of life, biological molecules to understand energy flow and nutrition, tissues and organ systems (with a focus on human health), and ecological and evolutionary processes explaining biodiversity.", Students taking BIOL 1010 may not take, Offered in fall and spring.,3,3
BIOL,1011, Introductory Biology I," Introduction to the basic concepts of biology, molecules of life, cell structure and function, photosynthesis, cell respiration, cell cycle and cancer are presented. Basis and applications of genetics and molecular biology are addressed. The course introduces students to the fundamental concepts, principles and processes upon which the unity of life is based: the relationship of the course material to their day-to-day world: and how to apply scientific methods. Laboratories introduces students to basic principles of plant and animal structure and function and build on the principles of inheritance to the structure and function of tissues and organ systems.", Students cannot take both," Offered in fall, spring and summer.",3,3
BIOL,1012, Introductory Biology II," Based on the diversity of life: viruses, bacteria, protistans, fungi, plants and animals are studied. The course concentrates on characteristics of different domains of life, structure, and function of plants and animals, population genetics, ecology and the environment. Laboratories introduce students to evolution, structure and function of different populations of organisms and ecosystems. Some field applications are examined."," This course is designed for science majors, but can be taken by anyone interested in studying biology in more depth than", Offered in spring.,3,3
BIOL,1040, Essentials of Environmental Biology," This course is designed for non-science majors who are interested in in learning more about environmental issues through the lens of biological principles. The course covers biological concepts and fundamentals of environmental biology, and introduced students to a range of environmental issues (pollution, degradation of natural resources, overpopulation, etc.) that are currently affecting Egypt and the rest of the planet. The course will highlight man’s impact on how our planet functions and examine societal and scientific solutions to these problems. The course is taught through lectures, class projects, reading discussions, and may include mandatory field trips and active participation in a sustainable community development project.", N/A, Offered in fall.,3,3
BIOL,1098, Fundamentals of Neurosciences," This course is an interdisciplinary course designed to introduce students to the basics of human biological and psychological developmental processes with emphasis on the genes, and other biological and psychological factors that affect human development, learning and behavior, through the discussion of current issues related to human behavior.", N/A, N/A,3,3
BIOL,1410, Current Health Issues," Explores the public and personal health infrastructure with a focus on Egypt. The course has an optional service-learning component in which students become aware of their role in community health issues. Information will be present in the form of classroom discussions, debates, field trips, and videos.", This course is open to all AUC students., N/A,4,4
BIOL,1930, Selected Topic for Core Curriculum," Course addressing broad intellectual concerns and accessible to all students, irrespective of major.", N/A, Offered occasionally.,3,3
BIOL,2090, Quantitative Biology," This course discusses essential concepts in experimental design and hypothesis testing and introduces quantitative skills for processing, analysing, and visualizing data generated by biological and medical experiments, focusing on the analysis of gene expression data. The open-source bioinformatics and computing platform R will be introduced and used throughout the course in the laboratory sessions.", N/A, N/A,3,3
BIOL,2150, Genetics," The course is designed to cover the basic fundamentals of classical and molecular genetics. This includes principal of segregation, DNA structure and genetic variation, chromosome and gene organization, replication, molecular biology of gene expression, and mechanisms of gene regulation. The course also covers genetics of bacteria and their viruses, human genome variation, biotechnology, transgenic organisms, and ethical issues in genetic research. The laboratory consist of exercises to introduce students to classical and contemporary genetic analysis.", N/A, N/A,3,3
BIOL,2230, Molecular and Cell Biology," The course is designed to provide a detailed understanding of the structure and function of the cell. This includes mechanisms of DNA replication and repair in prokaryotic and eukaryotic organisms and regulation of transcription and translational machinery. Protein sorting into functional structural proteins will be addressed with emphasis of post-translational protein modifications. Mechanisms of cell-cell signaling and their role in regulating genomic integrity and cell cycle regulation will be covered in details and consequences of abnormalities in these mechanisms will be discussed. Laboratories include the identification of basic cell structures, laboratory techniques in DNA and protein isolation, characterization and computational tools in molecular biology.", N/A, Offered in spring.,3,3
BIOL,2320, Biophysics," Principles, concepts and advances in the physical analysis of life processes. Fundamental and advanced physical and physicochemical treatment of kinetic processes underlying the normal function of biological systems will be addressed to include mechanics, hydrodynamics, electricity, optics and nuclear physics.", N/A, N/A,4,4
BIOL,2340, General Botany," This course will explore several aspects of plant biology with emphasis on structure, function, reproduction, systematics, plant metabolism and development. Students will be introduced to basic concepts of plant breeding, plant tissue culture and genetic transformation and the generation of genetically-modified crops. Detailed morphological, physiological study and greenhouse experimentation will be covered in the lab. Upon completion of this course, students will gain an appreciation for plant diversity, learning how plants are essential for supporting life on our planet and the potential impact of plant biotechnology on our life.", N/A, Offered in spring.,3,3
BIOL,3040, Environmental Biology for Engineers," This course covers aspects of soil, water, food, and mineral resources management, waste disposal, energy alternatives, population ecology, and environmental ethics with special emphasis on problems encountered by engineers. Laboratory includes field studies of ecosystems, environmental monitoring instrumentation, solar energy techniques, electronic population modeling and techniques used to deal with human consumption of natural resources.", N/A, N/A,3,3
BIOL,3130, Molecular Evolution and Population Genetics," This course covers a spectrum of evolutionary forces at the molecular level and their impact on allele frequencies in the population. Topics the course will address include the Hardy-Weinberg principles, linkage disequilibrium, genetic drift, neutral theory of molecular evolution, mutation and natural selection, evolution of gene families, lateral gene transfer, basics of molecular phylogenetics, and origin of viruses and origin of the cell. Laboratory sessions will include computational simulations of evolutionary forces in action, population genetics, and maximum likelihood and Bayesian phylogenetic inferences.", N/A, N/A,3,3
BIOL,3280, Biochemistry," The living cell, structure of biomolecules and their relationship to biological functions; biochemical energetics; metabolism of major cellular components and their relationship to clinical conditions..", N/A, N/A,3,3
BIOL,3310, Microbiology," This course provides a broad understanding of the microbial world, its application and implications. The fundamentals and principles of bacteriology, virology and mycology are addressed. Cellular and molecular aspects that contribute to selected infectious diseases and the role of the immune system in preventing such diseases are discussed. Additionally we examine the recent advances in pharmaceutical and biotechnology application of microbes.", N/A, N/A,3,3
BIOL,3326, Vertebrate Anatomy and Physiology," The principal objective of this course is to give the student a solid foundation in understanding the anatomy and physiology of the basic vertebrate body from a functional perspective. The course focuses on describing the anatomy of the major organ systems found in vertebrates and explaining how the physiology of these anatomical systems enables vertebrate bodies to function in their environment. The course will survey model organisms to compare variation in anatomy and physiology associated with different behavioral and ecological requirements. The laboratory will consist of computer learning models, physiological and biomedical experiments with living tissue and specimens to investigate the function of various organ systems, and dissection of preserved and fresh vertebrate specimens, to give students in-depth experience with anatomical identification.", N/A, Offered in fall.,3,3
BIOL,3340, Invertebrate Zoology," Invertebrate Zoology is the study of animals without a backbone. These organisms comprise over 99% of all animal species known. Anatomy, development, behavior, systematics, and phylogeny of diverse invertebrate groups are included in the lectures. The class also covers major groups of protozoa. Discussed examples include both representatives of each phylum and highlights of groups of medical, veterinary, or biotechnological importance. Laboratory sessions emphasize morphology and anatomy through dissections, mounted specimens, and prepared slides.", N/A, N/A,3,3
BIOL,3341, Animal Behavior," Study of ethology with emphasis on its development, control and function. Laboratory includes observations and descriptions, qualification techniques and experimentation.", N/A, N/A,3,3
BIOL,3360, Animal Physiology," A comparative approach to the nutrient procurement, temperature, osmotic and ionic regulation, regulation of fluids, respiratory, circulatory, and digestive systems, reproduction, hormonal and nervous control, behavior, and biological rhythms of animals. Laboratory emphasizes the physiology of invertebrates and vertebrates.", N/A, N/A,3,3
BIOL,3370, Developmental Biology," This course is designed to acquaint students with the mechanisms that direct the development of multicellular organisms from a single cell. The course covers the fundamental processes operating during embryonic development including cellular differentiation, development of specialized tissues, morphogenesis, and organogenesis at the cellular and molecular levels. Special attention will be on the understanding of key experiments that contributed to the current knowledge of the basic principles implicated in the development of the organism. Laboratory includes examination of various developmental biology aspects at the molecular, cellular and morphological levels.", N/A, N/A,3,3
BIOL,3510, Ecology," Ecology is the study of the distribution and abundance of organisms and the interactions with the environment that determine those distributions and abundances. The class discusses ecological interactions and mechanisms at organismal, population, community, and ecosystem levels. Chemical, physical, evolutional, and human-driven factors that influence the natural world are explained. A laboratory emphasizing collection, analysis and interpretation of data is included and intended to expose students to a broad array of ecological techniques.", N/A, N/A,3,3
BIOL,3540, Environmental Biology," Examination of degradation and pollution of natural environments. Aspects of soil, water, food, and mineral resources management, waste disposal, energy alternatives, population ecology, and environmental ethics. Laboratory to include field studies of ecosystems, environmental monitoring instrumentation, solar energy techniques, electronic population modeling, techniques used to deal with human consumption of natural resources.", N/A, N/A,3,3
BIOL,3541, Environmental Biology of the Red Sea," This course is designed to be an interdisciplinary course for students with an interest in coastal and marine environmental issues. Topics covered include marine biology, ecology, geology, paleontology, climatology, and oceanography. Using the Red Sea as a model, students will receive extensive field experience in evaluating the impact of natural phenomena and human activities on coastal and marine environmental planning, management, and monitoring, as well as in the preparation of environmental impact assessments.", Laboratories and field trips to the Red Sea are essential to the course., N/A,3,3
BIOL,3542, GIS For Biologists," .Geographic Information Systems (GIS) for Biologists is designed to introduce the student to the use and application of computer based mapping and analysis technology to ecological data. The application of GIS technology requires program operation skills, computerization of data and relevant biological information. The course is designed to provide “hands-on” skill development in the use and application of GIS.", N/A, N/A,4,4
BIOL,3600, Introduction to Bioinformatics," Bioinformatics is the application of computational methods and tools to, retrieve, and analyse large quantities of sequence datasets. The course covers genomic public databases and resources, sequence alignment, protein structure and function prediction, and analysis of microarray gene expression. Concepts of programming for bioinformatics are introduced. The course provides the students with hands-on experience solving practical problems such as characterization of gene interest, identification of differentially expressed genes, prediction of secondary and tertiary structures of proteins, and tracking spatial and temporal dynamics of a virus.", N/A, N/A,3,3
BIOL,3601, Bioinformatics Tools and Techniques," This interdisciplinary course is designed for students in biology, computer science, and mathematics to build the most essential concepts and practices for Bioinformatics development using Biopython and R.", N/A, N/A,3,3
BIOL,3910, Guided Studies in Environmental Sciences," Under faculty guidance, students will carry out a project on an environmentally related topic. The students will present their results by submitting a common/individual report or by passing an examination, as determined by the supervisor.", N/A, Offered in fall and spring.,3,3
BIOL,4150, Molecular Biology of the Gene," A comprehensive molecular biology course with emphasis on principles, processes and methodologies leading to the formation of central concepts of molecular genetics. Students are presented to the latest models of describing gene structure, genome organization and regulation of gene and protein expression, in eukaryotes and prokaryotes. Current topics such as epigenetics, RNA interference and transgenics are also exposed. Laboratory sessions cover modern techniques in recombinant DNA technology related to gene cloning, protein expression, and omics.", N/A, N/A,3,3
BIOL,4230, Immunology," The students are introduced to the basic principles of immunology, including the structure and function of the immune system at the molecular, cellular, tissue, and organ system levels and the processes involved in the host defense against infection. This includes antigen and antibody structure and function, effector mechanisms, complement, major histocompatibility complexes, B-and T-cell receptors, antibody formation and immunity, cytotoxic responses, and regulation of the immune response. Students are also introduced to the applied aspects of immunology, which include immunoassay design, flow cytometry and LUMENIX technology. Special topics are also highlighted and discussed including cancer immunology, immunotherapy, autoimmunity, immunomics and vaccination. Laboratories include practical experience with the anatomy and histology of the lymphoid tissues, cell isolation, identification and serological and cellular immune techniques as well as basic tissue culture techniques.", N/A, N/A,3,3
BIOL,4330, Tumor Biology," The course provides a broad knowledge on the biological principals underlying tumor and cancer formation. The basic science of tumor at the cellular, molecular and genetic level will be addressed. The course allows students to understand the fundamental mechanisms that underlie eukaryotic cell multiplication, cell senescence and cell death, including the alterations that are involved in the initiation of uncontrolled growth and carcinogenesis. In addition, cell cycle surveillance mechanisms that ensure genomic integrity and the signaling pathways that regulate tumor development and spread will be covered.", N/A, N/A,3,3
BIOL,4540, Marine Ecology," Examination of the ecology of marine ecosystems. Relationship of physical and chemical processes of marine systems to biological processes and populations in both pelagic and benthic regions. Where possible, examples will be drawn from the Mediterranean and the Red seas.", Includes an extended field trip to marine research institute for “hands-on” experience in marine biological research., Not specified.,3,3
BIOL,4541, Desert Ecology, Examination of the ecology of desert ecosystems with particular reference to Middle-Eastern deserts. Emphasis is placed on the strategies employed by desert-living organisms which allow them to survive and prosper under desert conditions. Field trips are an integral part of this course., N/A, N/A,3,3
BIOL,4690, Bioinformatics Capstone Seminar I," Students complete a capstone proposal and major elements of the capstone project for the Minor in Bioinformatics. Bioinformatics Capstone Seminar I will focus on the development of the problem statement and the research questions that will be answered in the Capstone. Emphasis will be placed on the development of a sound rationale for the project, justified by a thorough literature review.", N/A, N/A,1,1
BIOL,4691, Bioinformatics Capstone Seminar II," In this project-based course, the students tackle a real-life biological or biomedical problem using a computational approach where they utilize existing bioinformatics resources and/or develop novel tools. The students are required to deliver a written report and an oral presentation describing the problem, methodology/approach, contribution, and results. This course is available only for students enrolled in the Minor in Bioinformatics program.", N/A, N/A,2,2
BIOL,4910, Guided Studies in Biology," Under the guidance of a faculty member and with the approval of the Chair, the student undertakes readings or research on a specific topic in biology. The student should demonstrate achievements by presenting results, submitting a report, or passing an examination as determined by the supervisor.", N/A, N/A,1,4
BIOL,4930, Selected Topics in Biology, Topics in biology chosen according to the special interests of the student and faculty., N/A, N/A,1,4
BIOL,4980, Senior Research Thesis, Students select a research topic according to their field of interest and the availability of advisers and facilities. A research proposal is submitted to include a literature review on the topic and the design of a laboratory and/or field investigation., N/A, Offered in fall,1,1
BIOL,4981, Seminar in Biology," The senior research thesis project is executed and presented in the form of an oral presentation and a poster session in the annual biology department senior thesis conference. A final report, written similar to an original research manuscript, to include the execution, results and conclusion of the project will be submitted.", N/A, Offered in spring.,2,2
BIOT,5201, Biochemistry," A basic course introducing the student to chemical bonds, structure of biomolecules, the structure and function of cellular components, protein structure and folding, carbohydrates metabolism, fatty acids oxidation, the kinetics of enzyme-catalyzed reactions, cellular metabolism, energy production, cellular regulatory processes, signal transduction cascades, and photosynthesis.", N/A, N/A,3,3
BIOT,5202, Cell and Molecular Biology," This course is designed to introduce the student to structure and function of the basic unit of life, the cell. This includes organelle biogenesis, cytoskeleton and cell motility, protein and lipid trafficking, membrane and ion transport, energy flow within the cell, cell cycle, division, and programmed cell death. In addition, to the passage of information from gene to protein will be addressed.", N/A, N/A,3,3
BIOT,5203, Biotechnology," This course, taught by a team of instructors, covers different areas of biotechnology. This course introduces students to the different aspects of the biotechnology revolution including principles of recombinant DNA technology, protein engineering, directed mutagenesis, manipulation of gene expression, microbial synthesis of biologics, biomass utilization, large scale production of proteins, transgenic animals, and the human genome project. In addition, this course introduces students to bioinformatics and bioengineering.", N/A, N/A,3,3
BIOT,5204, Experimental Biotechnology," This course consists of two class periods and one three-hour lab period. It introduces students to the experimental methods used in investigation and research in biotechnology applications. The laboratory section will provide students with hands-on experimentations in major techniques in molecular biology such as DNA and RNA isolation, protein purification, DNA and protein electrophoresis, nucleic acid hybridization and polymerase chain reaction.", N/A, N/A,3,3
BIOT,5205, Basics of Bioentrepreneurship," This course covers four modules: business aspects of biotechnology, regulatory issues, patenting biotechnology inventions, and bioethics.", N/A, N/A,3,3
BIOT,5206, Fundamentals of Bioinformatics," This course should introduce students to the fundamental theories and practices of bioinformatics. Lectures should focus on the basic knowledge required in this field, including the need for databases, access to genome information, sources of data, and tools for data mining. The course should also cover identification of both lower order and higher order informational patterns in DNA and approaches to linking genome data to information on gene function. Emphasis will be placed on how to use the databases and tools. Students should use the PERL programming language in this course.", N/A, N/A,3,3
BIOT,5207, Molecular Diagnosis," Topics include diagnosis of genetic disorders, infectious diseases, malignant diseases, and forensic applications such as paternity testing, DNA fingerprinting. Aspects of quality control, quality assurance, regulatory issues, and intellectual properties will be also covered.", N/A, N/A,3,3
BIOT,5208, Molecular Genetics," The course introduces genetics studies in molecular biotechnology; introduction to Mendalian genetics, eukaryotic gene regulation, genome project and model organisms utilized in research studies, cytogenetics, cellular genomic instability in carcinogenesis and molecular genetic based therapeutic approaches.", N/A, N/A,3,3
BIOT,5210, Microbial Biotechnology," The course introduces current advances in bacteriology, mycology and virology. This covers from medical applications, environmental application of microbes to microbial quality control and assurance in biotechnology products. In addition topics include the use of microbes in recombinant DNA technology, protein production in prokaryotes, fermentation technology, antimicrobial peptides and its applications in medical microbiology.", N/A, N/A,3,3
BIOT,5211, Bioengineering, The application of the concepts and methods of the physical sciences and mathematics in an engineering approach to problems in the life sciences., N/A, N/A,3,3
BIOT,5271, Bionanotechnology," This course covers the use of various nanostructures for ultrasensitive detection of DNA, bacteria, and viruses. Recent techniques for detection of single biomolecules that offers superior advantages over the conventional bulk measurements will also be presented. This course will also cover the use of different nanoparticles such as nanocrystals and gold nanoparticles for optical imaging, as hyperthermia agents for cancer therapy, and the development of smart drug delivery nanocarriers.", N/A, N/A,3,3
BIOT,5910, Independent Study In Biotechnology, Independent study in various problem areas of biotechnoloyg may be assigned to individual students or to groups. Readings assigned and frequent consultations held., Students may sign up for up to 3 credits towards fulfilling M.Sc. requirements., N/A,3,3
BIOT,5930, Selected Topics in Biotechnology, Topics chosen according to special interests of faculty and students., N/A, N/A,3,3
BIOT,5980, Research Guidance and Thesis, Consultation on problems related to student thesis., Must be taken twice for a total of 6 credits., N/A,3,3
BIOT,6204, Model Systems in Cancer Research," This course exposes graduate students to a powerful tool, cell lines, for research. Cell lines are commonly used in many fields of laboratory research mainly as in vitro models in cancer research. Topics covered in class include but not limited to the biology, epidemiology, and molecular mechanisms of cancer including genetic variants, role of microRNA and epigenetic gene deregulation. Students, throughout the semester, will develop an understanding of the molecular events underlying the development of human cancer through examining primary literature related to the current knowledge of cancer biology. The course includes a laboratory component exploring a range of techniques used in the study of cancer biology.", N/A, N/A,3,3
BIOT,6206, Computational Genomics and Transcriptomics," The course is designed to provide graduate students with the essential concepts and skills for processing, analyzing, and visualizing biologcial data generated by modern high-throughput transcriptomic and genomic technologies such as microarray and next-generation sequencing. The open-source statistical platform R and the BioConductor package will be used throughout the course for the practical sessions. The course will focus on how to extract meaningful information from microarray and RNA-Seq data (e.g., differentially expressed genes, alternative splice forms, and polymorphism). Different data visualization methods will be covered from simple summarizing graphs to interaction networks of cellular elements. Practical exercises will use publically published data and simulated data with applications crossing from cancer genomics to environmental genomics. Target audience is biomedical and computational sciences graduate students and postdoctoral researchers.", N/A, Offered in fall.,3,3
BIOT,6207, Systems and Computational Biology," Systems biology is an interdisciplinary study field that focuses on complex interactions in biological systems. A major goal of systems biology is the modeling and discovery of emergent properties, properties of a system whose theoretical description is only possible using techniques, which fall under the remit of systems biology. The course targets graduate students from various scientific backgrounds. This course aims to provide hands-on experience in computational systems biology by combining experimental data and mathematical modeling with emphasis on modeling of cellular pathways. Potential biomedical and biotechnological applications are introduced.", N/A, Offered in fall.,3,3
BIOT,6930, Current Topics in Biotechnology,, N/A, N/A,3,3
BIOT,6931, Reading and Conference Course," Contemporary biotechnology topics, addressed from current primary literature will be discussed. Dogmas and disputes in biological, medical and/or agricultural sciences will be addressed to generate student discussions.", N/A, N/A,3,3
BIOT,6980, Research Guidance Dissertation,, N/A, N/A,3,3
BUSC,4000, Experiential Learning : CO," This is an experiential learning course whereby students are directly engaged, on a full-time basis for at least six months, with external entities including but not limited to multinational corporations, startups, financial institutions, governmental entities, professional services firms, think tanks, local/international economic and monetary bodies, and non-profit organizations. During this engagement, students will be assigned specific tasks relevant to their fields of study providing realistic on the job training. Students are co-evaluated on key learning objectives by an academic faculty and an external entity counterpart ultimately yielding a pass/ fail grade.", N/A, N/A,3,3
CEMS,5200, Block Seminar," This is a 5-day seminar delivered before the start of term 1. The seminar, or part of it, could be held off campus (e.g. Cairo, Ain Sokhna, Hurgada, etc.) to capitalize on local attractions and touristic heritage of Egypt. Corporate partners would be involved in delivering speeches during the seminar.", N/A, N/A,3,3
CEMS,5201, Global Strategy," This course offers an integrated perspective about the challenges associated with strategy design, implementation, and assessment within the international context. It addresses two central questions that top managers ought to answer: 1) What (international) businesses shall we get into and/or out of? And 2) How to compete? Considering both the firm’s unique characteristics and the structure of the markets where it competes. Through readings, case studies, a business strategy simulation, and interactive lectures, students are exposed to the latest techniques and methodologies for crafting corporate, business, and functional strategies meant to improve firms’ local and international competitiveness. Students will also be introduced to the relevant analytical techniques for diagnosing the competitive position of a business, and assessing alternative strategic directions in a global context. This course discusses topics related to global strategic management. Most students who join this program would have already taken an undergraduate strategy course. Accordingly, this course would not be discussing main stream strategy topics but rather topics related to global challenges in a dynamic global environment with special emphasis on the role played by technology and innovation in transforming the way global business is being conducted and strategies being formulated.", N/A, N/A,3,3
CEMS,5202, Global Management Practice," This course focuses on current and critical issues in global management by examining the techniques and practices underpinning organizations across the globe. Through the lens of various functions of the organization and global management practices, decision-making processes will be unpacked including the impact these have on individuals, institutions and countries. This course will begin with reflective individual based assessments identifying individual traits, behavior and assumptions which will form the basis in understanding key ethical, social, cultural and cognitive factors affecting management practice and global organizations. Through a flipped classroom approach, students will be a central part to experiential and active learning, examining and reflecting on a range of management assumptions, communication and negotiation patterns and leadership styles that are integral to global management practice. This learning will be embedded and reinforced through the application of management concepts to ambiguous and complex business scenarios from international environments, preparing students for future international careers. As global citizens, students will explore and analyze key management theory and empirical evidence, and apply this to case studies and business scenarios, role play, group projects, individual assignments and reflections. By the end of this course, through a range of teaching and learning methods, students will develop a global managerial mindset through informed dialogue, educated and justified choices and decision making, negotiated teamwork and leadership skills that goes beyond traditional thinking.", N/A, N/A,3,3
CEMS,5203, Bottom of the Pyramid," Product, price, promotion and place: these are the four key areas in which marketing influences consumers. This innovative course takes the stance that poor consumers are distinctly disadvantaged in each of these areas. Documenting the imbalance of the exchange process by describing the business practice of those who market to poor consumers, issues related to basic necessities such as food, housing and transportation are addressed, as well as the consumption of `sin’ products by poor consumers. The problems faced by those who target low-income consumers are also examined, including the conflict between sound marketing practices and marginally ethical or unethical applications of those practices to this target customer group.", N/A, N/A,3,3
CEMS,5204, Advanced Financial Management: Cases from the Middle East," The main objective of this course is to analyze critical financial management issues faced by CFOs and investment bankers through practical case studies from the Middle East. Cases in Corporate Finance will focus on financing decisions, capital structure, advanced valuation methodologies including real options analysis as well as value based management. Cases in Investment Banking will tackle issuing related to corporate access to financial markets including public offerings, capital increases, convertible bonds, rights issues as well as trading and liquidity concerns for listed firms. Each topic will be covered using cases studies developed by the professor based on actual transactions he was involved in.", N/A, N/A,3,3
CEMS,5205, Global Supply Chain Management," This course focuses on the planning, processes, and activities of supply chain management for companies involved in international commerce. It discusses the basic theories of international trade, cultural differences in global supply chains, sustainability, risks, and security and the decision dilemmas related to outsourcing, offshoring and nearshoring. Students examine the end-to-end processes and operational challenges in managing global supply chains, such as, the basics of global trade, international transportation, duty, taxes, cultural differences, risks and security, and green supply chains issues. Please refer to program overview for a detailed description of the class sessions.", N/A, N/A,3,3
CEMS,5206, Economics of Cultural Heritage," The course will be covering a wide range of disciplines (such as Economics, culture, cultural heritage, consumer behavior, financial tools, accounting, marketing…) and related concepts and terminology. The course accompanies participants in a step by step approach to understand requirements of cultural heritage clients and projects, build a strategy phased out into clearly articulated tactics, plans and programs, develop the required organization that will deliver on the strategy put in place, develop cultural heritage products and services complete ecosystem and develop a business and financial model using different financial tools- to ensure the viability of the project.", N/A, N/A,3,3
CEMS,5210, Business Communication Skills Seminar," This 1-day seminar is an introduction to modern business communication demonstrating ow effective communication can be achieved in organizations that are changing to meet new social, economic and technological demands. The subjects covered include:", N/A, N/A,3,3
CEMS,5220, Responsible Global Leadership Seminar," Highly publicized scandals and increased stakeholder activism for sustainable development have resulted in calls for more responsible global leadership. At the same time, emerging economies characterized by weak institutions, political instability, and a shaky rule of law have gained in importance for global business. The purpose of this 2-days seminar is to highlight the challenges that global leaders face in addressing the needs of diverse, cross-boundary stakeholders, with a particular focus on Western multinational enterprises (MNEs) doing business in emerging markets. The course will comprise guest lecturers from MNCs with special challenges given to students to work upon in teams to give suggested solutions. Moreover, the seminar will introduce students to traits and expectations from current Global leaders.", N/A, N/A,3,3
CEMS,5221, Skill Seminar," These series of one-day seminars will be delivered by the corporate partner. An example of topics that may be offered: time management; social and emotional intelligence, teamwork dynamics, professionalism and positive attitude, integrity and responsibility, business etiquette.", N/A, N/A,3,3
