deptCode,courseNum,PredeptCode,PrecourseNum,Prereqtext,isconcurrent
EDUC,5293,EDUC,5201," N/A",0
EGPT,2030,SPAM,0," Only open to declared architecture majors and Egyptology majors.",0
EGPT,2099,RHET,1000," N/A",0
EGPT,2252,EGPT,2251," N/A",0
EGPT,3010,SPAM,0," Instructor’s consent",0
EGPT,3201,EGPT,2020," N/A",0
EGPT,3202,EGPT,2020," N/A",0
EGPT,4040,SPAM,0," Prerequisite: instructor’s permission.",0
EGPT,5030,SPAM,0," Department approval.",0
EGPT,5100,SPAM,0,,0
EGPT,5110,EGPT,3211," N/A",0
EGPT,5111,SPAM,0," Consent of instructor.",0
EGPT,5120,EGPT,3211," N/A",0
EGPT,5120,SPAM,0," Consent of instructor.",0
EGPT,5130,EGPT,5120," N/A",0
EGPT,5130,SPAM,0," Consent of instructor.",0
EGPT,5140,SPAM,0," Prerequisite: consent or of instructor.",0
EGPT,5150,EGPT,2252," N/A",0
EGPT,5151,EGPT,2252," N/A",0
EGPT,5152,EGPT,2252," N/A",0
EGPT,5153,EGPT,5151," N/A",0
EGPT,5153,SPAM,0," Hieroglyphics I-III or equivalent",0
EGPT,5170,SPAM,0," Prerequisite: consent of instructor.",0
EGPT,5180,SPAM,0," Consent of instructor.",0
EGPT,5191,SPAM,0," Permission of instructor.",0
EGPT,5199,SPAM,0," Consent of instructor.",0
EGPT,5220,SPAM,0," Consent of instructor.",0
EGPT,5240,SPAM,0," Consent of instructor.",0
EGPT,5320,SPAM,0," Consent of the instructor.",0
EGPT,5330,SPAM,0," Consent of the instructor.",0
EGPT,5420,SPAM,0," Consent of instructor.",0
EGPT,5430,SPAM,0," Consent of instructor.",0
EGPT,5440,SPAM,0," A course In Egyptian art.",0
EGPT,5510,EGPT,5152," N/A",0
EGPT,5520,SPAM,0," Equivalency to advanced hieroglyphs.",0
EGPT,5530,EGPT,2251," N/A",0
EGPT,5540,SPAM,0," Basic Coptic.",0
EGPT,5550,EGPT,2251," N/A",0
EGPT,5560,EGPT,2251," N/A",0
EGPT,5991,SPAM,0," Consent of instructor.",0
EGPT,5992,SPAM,0," Completion of required coursework.",0
ENGR,2102,MACT,1122," N/A",0
ENGR,2104,MACT,2123," N/A",0
ENGR,2112,ENGR,2102," N/A",0
ENGR,2122,PHYS,1021," N/A",0
ENGR,3202,CSCE,1001," N/A",0
ENGR,3212,PHYS,1021," N/A",0
ENGR,3222,MACT,1122," N/A",0
ENGR,3322,PHYS,1011," N/A",0
ENGR,3920,SPAM,0," Consent of instructor and approval of the associate dean for undergraduate studies based on a well-defined proposal.",0
ENGR,5101,SPAM,0," Senior, graduation senior, interdisciplinary graduate",0
ENGR,5940,SPAM,0," Completion of 9 cr hrs",0
ENTR,4102,MGMT,3201," N/A",0
ENTR,4301,MKTG,2101," N/A",0
ENTR,4302,ENTR,4102," N/A",0
ENTR,4303,ENTR,4102," N/A",0
ENTR,4501,ENTR,4102," N/A",0
ENTR,4502,ENTR,4102," N/A",0
ENTR,4503,ENTR,4102," N/A",0
ENTR,4970,SPAM,0," Consent of Instructor.",0
ENTR,5202,ENTR,5201," N/A",0
ENTR,5211,SPAM,0," Co-requisite:",0
ENVE,5930,SPAM,0," Prerequisite: consent of instructor.",0
ENVE,5980,ENGR,5940," N/A",0
FILM,2099,RHET,1000," N/A",0
FILM,2122,FILM,2120," N/A",0
FILM,2123,FILM,2121," N/A",0
FILM,3041,ANTH,2101," N/A",0
FILM,3130,FILM,2122," N/A",0
FILM,3140,FILM,2120," N/A",0
FILM,3252,FILM,2123," N/A",0
FILM,3253,FILM,3252," N/A",0
FILM,3254,FILM,3253," N/A",0
FILM,3306,FILM,2123," N/A",0
FILM,3352,FILM,2122," N/A",0
FILM,3354,FILM,2120," N/A",0
FILM,3402,FILM,3254," N/A",0
FILM,4201,FILM,3254," N/A",0
FILM,4250,FILM,3254," N/A",0
FILM,4350,SPAM,0," Students other than Philosophy majors must take",0
FILM,4356,SPAM,0," Fourth year level in the Film major or consent of the Director of the Film Program. May be taken more than once.",0
FILM,4402,SPAM,0," This course is restricted to senior level students in the Film Major or Minor. Departmental approval required.",0
FILM,5170,SPAM,0," Fourth-year Film majors only, or consent of the instructor.",0
FINC,2101,ACCT,2001," N/A",0
FINC,3201,FINC,2101," N/A",0
FINC,3401,FINC,2101," N/A",0
FINC,3501,FINC,2101," N/A",0
FINC,4202,FINC,2101," N/A",0
FINC,4203,FINC,3201," N/A",0
FINC,4204,FINC,3201," N/A",0
FINC,4301,FINC,3201," N/A",0
FINC,4302,FINC,4301," N/A",0
FINC,4970,FINC,3201," N/A",0
FINC,4975,SPAM,0," Prerequisites: Senior standing and consent of FINC unit head and chair.",0
FINC,5202,ACCT,5201," N/A",0
FINC,5203,ACCT,5201," N/A",0
FINC,5204,ACCT,5201," N/A",0
FINC,5211,SPAM,0," Co-requisite:",0
FINC,5311,ACCT,5201," N/A",0
FINC,5312,ACCT,5201," N/A",0
FINC,5313,ACCT,5201," N/A",0
FINC,5314,ACCT,5201," N/A",0
FINC,5315,ACCT,5201," N/A",0
FINC,5320,FINC,5202," N/A",0
FINC,5331,ACCT,5201," N/A",0
FINC,5333,ACCT,5201," N/A",0
FINC,5351,SPAM,0,,0
FINC,5352,ACCT,5201," N/A",0
FINC,5353,ACCT,5201," N/A",0
FINC,5370,ACCT,5201," N/A",0
FINC,5375,SPAM,0," Prerequisite: Consent of FINC unit head and chair.",0
GHHE,5341,SPAM,0," Permission of Instructor",0
GHHE,5342,SPAM,0," Permission of Instructor.",0
GHHE,5343,SPAM,0," permission of Instructor.",0
GHHE,5345,SPAM,0," permission of Instructor.",0
GHHE,5347,SPAM,0," permission of Instructor.",0
GREN,5204,MGMT,5307," N/A",0
GREN,5224,ACCT,5201," N/A",0
GREN,5236,SPAM,0," The course provides an overview of recent literature and debates concerned with the relationships between migration and development. Migration and development are related issues. On the one hand, development is a determinant of migration. International differentials in development, mainly economic (labor-, income- and capital-related), but also political (state- and society-related), will be reviewed. These elements apply at the sending end as push factors (underemployment and unemployment; poverty; poor access to welfare; low rewards to skills; poor governance, political or civil instability, etc.) and at the receiving end as pull factors (jobs availability; higher incomes; social security; higher education; networks of previous migrants; etc.). On the other hand, migration has an impact on development. International mobility of workers and their family members can work for, or against, development. Debates on the impact of development include the following:",0
GREN,5281,SPAM,0," Advisor Approval.",0
GREN,5282,SPAM,0," Advisor Approval.",0
GREN,5283,SPAM,0," Advisor Approval.",0
GWST,5180,SPAM,0," Prerequisite: Approval of IGWS Graduate Advisory Committee.",0
GWST,5205,GWST,5100," N/A",0
HIST,2096,RHET,1000," N/A",0
HIST,2097,RHET,1000," N/A",0
HIST,2099,RHET,1000," N/A",0
HIST,2902,HIST,2901," N/A",0
HIST,3105,SPAM,0," The course will not be open to students who have already taken",0
HIST,3903,HIST,2901," N/A",0
HIST,3904,HIST,2901," N/A",0
HIST,4000,HIST,4801," N/A",0
HIST,4219,HIST,3213," N/A",0
HIST,4221,SPAM,0," Prerequisite: consent of instructor",0
HIST,4222,SPAM,0," (1) Working Knowledge of colloquial Arabic",0
HIST,4801,SPAM,0," Prerequisite: To be taken in senior year",0
HIST,4802,HIST,4801," N/A",0
INTB,3501,FINC,2101," N/A",0
INTB,4601,MKTG,2101," N/A",0
JRMC,2201,SPAM,0," Acceptance into the major",0
JRMC,2202,JRMC,2201," N/A",0
JRMC,2208,JRMC,2200," N/A",0
JRMC,2280,JRMC,2202," N/A",0
JRMC,2299,RHET,1000," N/A",0
JRMC,3301,JRMC,2202," N/A",0
JRMC,3305,JRMC,2201," N/A",0
JRMC,3307,JRMC,2201," N/A",0
JRMC,3312,JRMC,2202," N/A",0
JRMC,3315,JRMC,2202," N/A",0
JRMC,3320,SPAM,0," Junior standing.",0
JRMC,3330,SPAM,0,,0
JRMC,3333,SPAM,0,,0
JRMC,3337,JRMC,2202," N/A",0
JRMC,3339,JRMC,2202," N/A",0
JRMC,3355,SPAM,0,,0
JRMC,3366,ENTR,4503," N/A",0
JRMC,3380,JRMC,2203," N/A",0
JRMC,3390,JRMC,2200," N/A",0
JRMC,4402,SPAM,0," Completion of university general requirements in Arabic and",0
JRMC,4403,JRMC,2202," N/A",0
JRMC,4405,JRMC,3305," N/A",0
JRMC,4406,SPAM,0," Junior standing.",0
JRMC,4412,JRMC,3312," N/A",0
JRMC,4415,JRMC,2202," N/A",0
JRMC,4420,SPAM,0," Junior standing.",0
JRMC,4425,JRMC,3315," N/A",0
JRMC,4430,JRMC,3315," N/A",0
JRMC,4441,JRMC,2202," N/A",0
JRMC,4444,JRMC,2202," N/A",0
JRMC,4460,JRMC,2202," N/A",0
JRMC,4471,JRMC,2202," N/A",0
JRMC,4480,JRMC,3333," N/A",0
JRMC,4482,JRMC,3320," N/A",0
JRMC,4499,SPAM,0," Junior standing and written project proposal endorsed by fulltime faculty with project review by department.",0
JRMC,5201,SPAM,0," appropriate professional experience or undergraduate coursework (",0
JRMC,5240,JRMC,5201," N/A",0
LALT,1020,SPAM,0,,0
LAW,5201,SPAM,0," LAW 5200",0
LAW,5205,SPAM,0," LAW 5202",0
LAW,5207,SPAM,0," LAW 5209",0
LAW,5208,SPAM,0," LAW 5209",0
LAW,5211,SPAM,0," LAW 5209",0
LAW,5214,SPAM,0," LAW 5209",0
LAW,5216,SPAM,0," LAW 5209",0
LAW,5218,SPAM,0," LAW 5209",0
LAW,5219,SPAM,0," LAW 5209",0
LAW,5223,SPAM,0," LAW 5202",0
LAW,5224,SPAM,0," LAW 5202",0
LAW,5225,SPAM,0," LAW 5202",0
LAW,5226,SPAM,0," LAW 5202",0
LAW,5227,SPAM,0," Permission of the Department. Prerequisites can be waived by special permission of the Law Department.",0
LAW,5228,SPAM,0,,0
LAW,5270,SPAM,0," Permission of the Department. Prerequisites can be waived by special permission of the Law Department.",0
LAW,5271,SPAM,0," Permission of the Department. Prerequisites can be waived by special permission of the Law Department.",0
LAW,5272,SPAM,0," Permission of the Department. Prerequisites can be waived by special permission of the Law Department.",0
LAW,5275,SPAM,0," Prerequisite: consent of the instructor.",0
LAW,5284,SPAM,0," Consent of the instructor.",0
LAW,5285,SPAM,0," Consent of the instructor.",0
LAW,5286,SPAM,0," Consent of the instructor and approval of the Degree Program Director.",0
LAW,5299,SPAM,0," LAW 5227",0
LING,2210,RHET,2010," N/A",0
LING,2299,RHET,1000," N/A",0
LING,3310,LING,2200," N/A",0
LING,3320,LING,2200," N/A",0
LING,3330,LING,2200," N/A",0
LING,4099,SPAM,0," 9 hours of humanities and/or social sciences, and junior or senior standing.",0
LING,4410,CSCE,1101," N/A",0
MACT,1111,SPAM,0," Thanawyia Amma Arts or equivalent.",0
MACT,1112,SPAM,0," Prerequisite: Thanawyia ‘Amma Science or .",0
MACT,1121,SPAM,0," Thanawiya Amma Science or equivalent or",0
MACT,1122,MACT,1121," N/A",0
MACT,2123,MACT,1122," N/A",0
MACT,2124,MACT,2123," N/A",0
MACT,2131,MACT,1121," N/A",0
MACT,2132,MACT,2123," N/A",0
MACT,2141,MACT,2123," N/A",0
MACT,2146,MACT,1122," N/A",0
MACT,3133,MACT,2131," N/A",0
MACT,3142,MACT,2141," N/A",0
MACT,3143,SPAM,0," Pre-requisites or concurrent:",0
MACT,3146,MACT,2146," N/A",0
MACT,3211,MACT,2123," N/A",0
MACT,3223,MACT,3211," N/A",0
MACT,3224,MACT,2123," N/A",0
MACT,3311,MACT,2123," N/A",0
MACT,3940,SPAM,0," Prerequisite: junior standing",0
MACT,4125,MACT,2124," N/A",0
MACT,4126,MACT,2131," N/A",0
MACT,4127,MACT,4126," N/A",0
MACT,4134,MACT,2131," N/A",0
MACT,4135,MACT,2131," N/A",0
MACT,4212,MACT,2132," N/A",0
MACT,4213,MACT,2132," N/A",0
MACT,4231,MACT,2132," N/A",0
MACT,4232,MACT,4231," N/A",0
MACT,4233,SPAM,0," For SSE Students:",0
MACT,4312,MACT,3311," N/A",0
MACT,4313,MACT,4212," N/A",0
MACT,4314,FINC,3201," N/A",0
MACT,4321,MACT,3211," N/A",0
MACT,4322,MACT,4212," N/A",0
MACT,4331,MACT,3211," N/A",0
MACT,4332,MACT,3223," N/A",0
MACT,4910,SPAM,0," Prerequisite: senior standing and consent of supervisor.",0
MACT,4930,SPAM,0," Prerequisite: consent of instructor.",0
MACT,4931,SPAM,0," Senior standing and consent of supervisor.",0
MACT,4950,SPAM,0," Consent of department chairperson or program director.",0
MACT,4980,SPAM,0," Restricted to seniors",0
MACT,4990,SPAM,0," Senior standing and consent of adviser and instructor.",0
MACT,6111,SPAM,0," Consent of instructor.",0
MACT,6121,SPAM,0," A course in probability and consent of instructor.",0
MENG,2112,ENGR,2102," N/A",0
MENG,2505,ENGR,1001," N/A",0
MENG,3207,CHEM,1005," N/A",0
MENG,3209,MENG,3207," N/A",0
MENG,3217,ENGR,2102," N/A",0
MENG,3402,ENGR,3202," N/A",0
MENG,3446,MACT,3224," N/A",0
MENG,3502,ENGR,2104," N/A",0
MENG,3505,ENGR,2112," N/A",0
MENG,3506,ENGR,2104," N/A",0
MENG,3601,ENGR,2122," N/A",0
MENG,3602,MENG,3601," N/A",0
MENG,3605,MENG,3601," N/A",0
MENG,3705,PHYS,2211," N/A",0
MENG,4208,MENG,3209," N/A",0
MENG,4221,MENG,3209," N/A",0
MENG,4225,MENG,3209," N/A",0
MENG,4226,MENG,3209," N/A",0
MENG,4227,MENG,3209," N/A",0
MENG,4229,MENG,3209," N/A",0
MENG,4232,MENG,3209," N/A",0
MENG,4239,PHYS,2211," N/A",0
MENG,4440,ENGR,3202," N/A",0
MENG,4441,MENG,4440," N/A",0
MENG,4442,MENG,3402," N/A",0
MENG,4443,MENG,3402," N/A",0
MENG,4444,MENG,3209," N/A",0
MENG,4445,ENGR,3202," N/A",0
MENG,4448,MENG,4440," N/A",0
MENG,4449,ENGR,3222," N/A",0
MENG,4477,MENG,3209," N/A",0
MENG,4507,MENG,3506," N/A",0
MENG,4551,SPAM,0," Senior standing,",0
MENG,4553,MENG,3505," N/A",0
MENG,4554,MENG,4553," N/A",0
MENG,4555,SPAM,0," Senior standing and",0
MENG,4558,MENG,3209," N/A",0
MENG,4565,MENG,3506," N/A",0
MENG,4606,ENGR,3202," N/A",0
MENG,4661,MENG,3602," N/A",0
MENG,4662,SPAM,0,,0
MENG,4663,MENG,3605," N/A",0
MENG,4665,MENG,3602," N/A",0
MENG,4666,SPAM,0,,0
MENG,4667,MENG,4606," N/A",0
MENG,4756,SPAM,0," Senior standing and",0
MENG,4757,ENGR,2104," N/A",0
MENG,4778,PHYS,2211," N/A",0
MENG,4779,MENG,3705," N/A",0
MENG,4920,SPAM,0," Prerequisite: approval of department chair.",0
MENG,4930,SPAM,0," Prerequisite: senior standing.",0
MENG,4931,SPAM,0," Prerequisite: senior standing in mechanical engineering.",0
MENG,4932,MENG,3209," N/A",0
MENG,4936,SPAM,0," Depends on topic",0
MENG,4937,SPAM,0," depends on topic",0
MENG,4950,SPAM,0," Prerequisite: Senior standing and completion of all ENGR in addition to a minimum of 18 credits of MENG.",0
MENG,4980,MENG,3446," N/A",0
MENG,4981,MENG,4980," N/A",0
MENG,5168,SPAM,0," Consent of instructor",0
MENG,5255,SPAM,0," Consent of instructor.",0
MENG,5263,SPAM,0," B.Sc. level Mechanical engineering courses in Thermodynamics, Heat transfer, Fluid mechanics and applications, or equivalent.",0
MENG,5265,SPAM,0," Undergraduate level knowledge of:",0
MENG,5266,SPAM,0," University level heat transfer, thermodynamics, trigonometry and calculus. Computer usage proficiency in use of EXCEL or MATLAB",0
MENG,5270,SPAM,0," Instructor Consent.",0
MENG,5271,SPAM,0," Instructor Consent.",0
MENG,5272,SPAM,0," Instructor Consent.",0
MENG,5273,SPAM,0," Instructor consent.",0
MENG,5274,SPAM,0," Instructor Consent.",0
MENG,5930,SPAM,0," Prerequisite: consent of instructor.",0
MENG,5981,ENGR,5940," N/A",0
MENG,6241,SPAM,0," Graduate level knowledge of probability, statistics and stochastic processes.",0
MENG,6255,MENG,3505," N/A",0
MENG,6262,MENG,3602," N/A",0
MENG,6270,SPAM,0," Consent of instructor.",0
MEST,4210,SPAM,0," Prerequisite: Consent of instructor and department on the basis of a well-defined proposal.",0
MEST,5202,SPAM,0," Prerequisite: completion of 24 credit hours toward the degree or consent of program director.",0
MEST,5281,SPAM,0," Pre-requisites: completion of one semester and Program approval required.",0
MGMT,3301,BADM,2001," N/A",0
MGMT,4202,MGMT,3201," N/A",0
MGMT,4203,MGMT,3201," N/A",0
MGMT,4402,SPAM,0," Junior standing &",0
MGMT,4970,SPAM,0," Prerequisite: Consent of Instructor.",0
MGMT,4975,SPAM,0," Prerequisites: Senior standing and consent of MGMT unit head and chair.",0
MGMT,5303,MGMT,5202," N/A",0
MGMT,5304,BADM,5310," N/A",0
MGMT,5306,BADM,5310," N/A",0
MGMT,5308,BADM,5310," N/A",0
MGMT,5309,SPAM,0," Core requirements met and consent of instructor.",0
MGMT,5370,BADM,5310," N/A",0
MGMT,5375,SPAM,0," Prerequisite: Consent of MGMT unit head and chair.",0
MKTG,3201,MKTG,2101," N/A",0
MKTG,3202,MKTG,2101," N/A",0
MKTG,3301,MKTG,2101," N/A",0
MKTG,4203,MKTG,3201," N/A",0
MKTG,4302,MKTG,2101," N/A",0
MKTG,4303,MKTG,2101," N/A",0
MKTG,4401,MKTG,2101," N/A",0
MKTG,4501,MKTG,2101," N/A",0
MKTG,4601,MKTG,2101," N/A",0
MKTG,4602,MKTG,3201," N/A",0
MKTG,4970,MKTG,2101," N/A",0
MKTG,4975,SPAM,0," Prerequisites: Senior standing and consent of MKTG unit head and chair.",0
MKTG,5301,BADM,5310," N/A",0
MKTG,5304,BADM,5310," N/A",0
MKTG,5305,BADM,5310," N/A",0
MKTG,5306,BADM,5310," N/A",0
MKTG,5307,BADM,5310," N/A",0
MKTG,5370,BADM,5310," N/A",0
MKTG,5375,SPAM,0," Consent of MKTG unit head and Director of MBA Program.",0
MOIS,3201,MOIS,2101," N/A",0
MOIS,3301,MOIS,2101," N/A",0
MOIS,3401,MOIS,2101," N/A",0
MOIS,3501,MOIS,2101," N/A",0
MOIS,3601,MOIS,2101," N/A",0
MOIS,3701,MOIS,2101," N/A",0
MOIS,3702,MOIS,2101," N/A",0
MOIS,3703,MOIS,2101," N/A",0
MOIS,3801,MOIS,2101," N/A",0
MOIS,4202,MOIS,3201," N/A",0
MOIS,4704,MOIS,3201," N/A",0
MOIS,4970,SPAM,0," Prerequisite: Consent of Instructor.",0
MOIS,4975,SPAM,0," Prerequisites: Senior standing and consent of MOIS unit head and chair.",0
MOIS,4999,SPAM,0," Completion of all MOIS core courses.",0
MOIS,5202,SPAM,0," Co-requisite:",0
MOIS,5211,SPAM,0," Co-requisite:",0
MOIS,5301,BADM,5310," N/A",0
MOIS,5302,BADM,5310," N/A",0
MOIS,5303,BADM,5310," N/A",0
MOIS,5304,OPMG,5201," N/A",0
MOIS,5305,BADM,5310," N/A",0
MOIS,5370,BADM,5310," N/A",0
MOIS,5375,SPAM,0," Consent of MOIS unit head and Director of MBA Program.",0
MRS,5284,SPAM,0," Permission of Advisor.",0
MUSC,232,MUSC,2200," N/A",0
MUSC,1800,MUSC,1805," N/A",0
MUSC,2099,RHET,1000," N/A",0
MUSC,2303,MUSC,2300," N/A",0
MUSC,2400,MUSC,1805," N/A",0
MUSC,2401,SPAM,0," Concurrent with",0
MUSC,2450,MUSC,1805," N/A",0
MUSC,2451,MUSC,1805," N/A",0
MUSC,2640,SPAM,0," Permission of the instructor",0
MUSC,2650,SPAM,0," Permission of the instructor",0
MUSC,2660,SPAM,0," Consent of the director.",0
MUSC,2670,SPAM,0," Permission of the instructor",0
MUSC,2850,MUSC,1805," N/A",0
MUSC,3099,SPAM,0," Prerequisite: consent of the instructor.",0
MUSC,3110,MUSC,1800," N/A",0
MUSC,3150,MUSC,2200," N/A",0
MUSC,3200,MUSC,2200," N/A",0
MUSC,3250,MUSC,2200," N/A",0
MUSC,3304,MUSC,2200," N/A",0
MUSC,3305,MUSC,2200," N/A",0
MUSC,3306,SPAM,0,,0
MUSC,3308,MUSC,2300," N/A",0
MUSC,3400,MUSC,2400," N/A",0
MUSC,3401,MUSC,2400," N/A",0
MUSC,3450,MUSC,2450," N/A",0
MUSC,3451,MUSC,2450," N/A",0
MUSC,3520,MUSC,1805," N/A",0
MUSC,3900,SPAM,0," Open to students with a minimum B average.",0
MUSC,4308,MUSC,2300," N/A",0
MUSC,4309,MUSC,2200," N/A",0
MUSC,4400,MUSC,3400," N/A",0
MUSC,4401,MUSC,3400," N/A",0
MUSC,4800,SPAM,0," Four semesters of",0
MUSC,4900,SPAM,0," Prerequisite: Consent of the instructor.",0
NANO,5207,SPAM,0," Consent of instructor",0
NANO,5210,PHYS,4042," N/A",0
NANO,5221,SPAM,0," Consent of instructor.",0
NANO,5241,NANO,5205," N/A",0
NANO,5242,NANO,5205," N/A",0
NANO,5261,SPAM,0," Graduate standing in engineering and physics. Electromagnetics, vector algebra, differential equations, and MATLAB programming.",0
NANO,5910,SPAM,0," Consent of supervisor, graduate standing.",0
NANO,5930,SPAM,0," Consent of the faculty advisor.",0
NANO,5980,SPAM,0," SCI 5940",0
NANO,6240,NANO,5205," N/A",0
NANO,6910,SPAM,0," Consent of superviosr, graduate standing.",0
OPMG,2101,MACT,1112," N/A",0
OPMG,3201,MACT,1221," N/A",0
OPMG,4102,OPMG,4202," N/A",0
OPMG,4202,OPMG,3201," N/A",0
OPMG,4203,OPMG,3201," N/A",0
OPMG,4204,OPMG,3201," N/A",0
OPMG,4301,OPMG,3201," N/A",0
OPMG,4970,SPAM,0," Prerequisite: Consent of Instructor.",0
OPMG,4975,SPAM,0," Prerequisites: Senior standing and consent of OPMG unit head and chair.",0
OPMG,5202,OPMG,5201," N/A",0
OPMG,5211,SPAM,0," Co-requisite:",0
OPMG,5301,BADM,5310," N/A",0
OPMG,5302,BADM,5310," N/A",0
OPMG,5303,BADM,5310," N/A",0
OPMG,5305,BADM,5310," N/A",0
OPMG,5306,BADM,5310," N/A",0
OPMG,5370,BADM,5310," N/A",0
OPMG,5375,SPAM,0," Prerequisite: Consent of OPMG unit head and chair.",0
PENG,2011,CHEM,1005," N/A",0
PENG,2012,PENG,2011," N/A",0
PENG,2013,ENGR,1001," N/A",0
PENG,2411,PHYS,1021," N/A",0
PENG,2415,CHEM,1005," N/A",0
PENG,3011,SPAM,0," SCI 2005",0
PENG,3021,SPAM,0," SCI 2005",0
PENG,3022,SPAM,0,,0
PENG,3111,PENG,3021," N/A",0
PENG,3112,SPAM,0," Concurrent with",0
PENG,3211,PENG,2013," N/A",0
PENG,3215,PENG,3211," N/A",0
PENG,3225,PENG,3215," N/A",0
PENG,3227,PENG,3011," N/A",0
PENG,3310,PENG,3111," N/A",0
PENG,3311,PENG,3211," N/A",0
PENG,3321,PENG,3311," N/A",0
PENG,3411,ENGR,2122," N/A",0
PENG,3413,PHYS,1011," N/A",0
PENG,3415,ENGR,2122," N/A",0
PENG,3420,CHEM,1005," N/A",0
PENG,3421,PENG,2411," N/A",0
PENG,4015,PENG,3011," N/A",0
PENG,4121,PENG,3111," N/A",0
PENG,4123,PENG,4121," N/A",0
PENG,4125,PENG,4121," N/A",0
PENG,4223,ENGR,3202," N/A",0
PENG,4224,PENG,3215," N/A",0
PENG,4225,PENG,3215," N/A",0
PENG,4226,PENG,3311," N/A",0
PENG,4227,PENG,3227," N/A",0
PENG,4229,PENG,3215," N/A",0
PENG,4313,PENG,3311," N/A",0
PENG,4320,PENG,3311," N/A",0
PENG,4323,PENG,3420," N/A",0
PENG,4325,PENG,3311," N/A",0
PENG,4330,SPAM,0," Senior standing.",0
PENG,4421,PENG,3415," N/A",0
PENG,4422,PENG,4421," N/A",0
PENG,4423,PENG,2411," N/A",0
PENG,4425,PENG,3415," N/A",0
PENG,4427,PENG,3413," N/A",0
PENG,4428,PENG,2411," N/A",0
PENG,4429,PENG,3415," N/A",0
PENG,4920,SPAM,0," Consent of instructor and department chair on the basis of a well-defined proposal.",0
PENG,4930,SPAM,0," Senior standing.",0
PENG,4950,SPAM,0," A minimum of 12 credits of PENG courses",0
PENG,4980,SPAM,0," Consent of the instructor or the department chair.",0
PENG,4981,SPAM,0," Prerequisite: Senior standing and",0
PENG,5112,SPAM,0," consent of instructor",0
PENG,5131,SPAM,0," consent of instructor",0
PENG,5134,SPAM,0," consent of instructor",0
PENG,5136,SPAM,0," consent of instructor",0
PENG,5141,SPAM,0," consent of instructor",0
PENG,5142,SPAM,0," consent of instructor",0
PENG,5144,SPAM,0," consent of instructor",0
PENG,5211,SPAM,0," consent of instructor",0
PENG,5221,SPAM,0," consent of instructor",0
PENG,5222,SPAM,0," consent of instructor",0
PENG,5232,SPAM,0," consent of instructor",0
PENG,5233,SPAM,0," consent of instructor",0
PENG,5235,SPAM,0," consent of instructor",0
PENG,5243,SPAM,0," consent of instructor",0
PENG,5254,ENGR,5940," N/A",0
PHDE,6291,SPAM,0," Graduate Seminar I,",0
PHDS,6291,SPAM,0," Graduate Seminar I (",0
PHIL,2100,RHET,1100," N/A",0
PHIL,3015,HIST,2203," N/A",0
PHIL,5112,SPAM,0," Prerequisites For Undergraduates:",0
PHIL,5150,SPAM,0," Students other than Philosophy majors must take",0
PHIL,5199,SPAM,0," Senior level, graduate level, or consent of instructor.",0
PHYS,1011,MACT,1121," N/A",0
PHYS,1012,SPAM,0," Concurrent with",0
PHYS,1021,PHYS,1011," N/A",0
PHYS,1022,SPAM,0," Concurrent with",0
PHYS,2041,PHYS,1021," N/A",0
PHYS,2042,PHYS,2041," N/A",0
PHYS,2211,PHYS,1021," N/A",0
PHYS,2212,SPAM,0," Concurrent with",0
PHYS,2213,SPAM,0," Concurrent with",0
PHYS,2221,PHYS,1021," N/A",0
PHYS,2222,PHYS,2221," N/A",0
PHYS,3013,MACT,2141," N/A",0
PHYS,3023,PHYS,2221," N/A",0
PHYS,3031,SPAM,0," Concurrent",0
PHYS,3052,PHYS,2041," N/A",0
PHYS,3071,MACT,2132," N/A",0
PHYS,3223,PHYS,2222," N/A",0
PHYS,3232,PHYS,4231," N/A",0
PHYS,3241,CSCE,1001," N/A",0
PHYS,4042,PHYS,2041," N/A",0
PHYS,4043,PHYS,4042," N/A",0
PHYS,4051,SPAM,0,,0
PHYS,4224,PHYS,2221," N/A",0
PHYS,4225,PHYS,2222," N/A",0
PHYS,4231,PHYS,3031," N/A",0
PHYS,4233,PHYS,4231," N/A",0
PHYS,4234,PHYS,2211," N/A",0
PHYS,4241,PHYS,2211," N/A",0
PHYS,4242,PHYS,2211," N/A",0
PHYS,4243,PHYS,2211," N/A",0
PHYS,4244,PHYS,2211," N/A",0
PHYS,4281,SPAM,0," Prerequisites: Junior standing. Consent of instructor.",0
PHYS,4910,SPAM,0," Prerequisites: consent of the instructor, senior standing.",0
PHYS,4930,SPAM,0," Prerequisite: Junior standing or consent of instructor.",0
PHYS,4980,SPAM,0," Senior standing.",0
PHYS,4981,PHYS,4980," N/A",0
PHYS,5013,PHYS,3013," N/A",0
PHYS,5023,PHYS,3023," N/A",0
PHYS,5024,PHYS,5023," N/A",0
PHYS,5032,PHYS,3031," N/A",0
PHYS,5043,PHYS,4042," N/A",0
PHYS,5061,MACT,2141," N/A",0
PHYS,5207,SPAM,0," Consent of Instructor",0
PHYS,5235,PHYS,4231," N/A",0
PHYS,5236,PHYS,2211," N/A",0
PHYS,5237,PHYS,5235," N/A",0
PHYS,5242,MACT,2141," N/A",0
PHYS,5277,SPAM,0," Consent of instructor.",0
PHYS,5282,PHYS,3052," N/A",0
PHYS,5910,SPAM,0," Prerequisite: Consent of supervisor, graduate standing.",0
